,Age,score_wifi,score_booking,score_location,score_restaurant,score_spa,score_sports,score_checkin,score_local_sites,score_housekeeping,score_overall
56459,9,1,1,3,2,5,2,2,3,2,2
56460,32,4,4,2,4,4,4,4,4,4,1
56461,62,2,2,4,5,5,5,1,3,5,1
56462,51,5,5,5,4,5,4,5,4,5,5
56463,31,2,2,4,1,1,1,3,5,1,0
56464,19,2,2,1,2,2,2,3,5,2,3
56465,25,1,1,2,3,3,3,2,2,3,2
56466,53,3,3,4,4,4,4,4,5,4,2
56467,52,4,4,4,2,4,4,4,4,5,5
56468,58,4,3,3,3,3,4,1,4,3,2
56469,62,4,4,2,4,3,1,4,1,1,0
56470,52,2,2,5,1,2,1,4,5,1,0
56471,27,2,2,4,1,1,1,3,3,1,0
56472,41,1,1,1,2,4,4,5,4,4,3
56473,26,2,2,3,2,2,5,2,5,2,2
56474,38,2,2,3,5,4,5,3,2,5,2
56475,42,4,4,4,4,3,5,3,3,3,3
56476,39,4,4,4,2,4,4,4,4,3,3
56477,45,3,3,3,5,5,5,5,4,5,1
56478,19,3,1,1,3,1,3,3,3,3,2
56479,58,2,2,2,3,4,5,4,5,5,5
56480,68,4,5,2,2,3,4,4,4,3,1
56481,41,1,1,1,2,1,4,4,4,2,4
56482,52,4,5,5,1,4,4,3,4,4,1
56483,44,0,0,3,2,4,4,4,4,4,4
56484,45,2,2,2,5,5,4,5,3,5,5
56485,20,3,3,3,4,4,4,1,4,4,1
56486,22,0,0,2,3,3,3,5,2,3,3
56487,47,2,4,4,1,3,1,2,1,1,0
56488,32,4,4,4,5,4,5,4,3,5,1
56489,40,4,4,4,5,4,3,5,3,3,3
56490,47,4,4,4,5,4,3,3,3,5,5
56491,31,2,5,1,2,2,2,4,3,2,1
56492,59,1,1,5,1,3,4,1,4,1,0
56493,36,3,3,3,1,1,1,4,1,1,0
56494,37,1,1,1,5,4,5,4,5,4,4
56495,37,5,5,5,4,5,4,3,4,5,5
56496,37,3,3,4,5,5,5,5,4,5,1
56497,47,2,1,3,3,3,3,4,4,3,2
56498,40,4,4,3,3,3,3,1,3,3,4
56499,49,1,1,1,2,4,4,5,4,4,3
56500,50,4,4,4,3,5,4,3,4,4,3
56501,64,2,3,3,5,4,2,3,2,4,2
56502,39,2,2,3,3,3,3,4,5,3,1
56503,32,4,4,4,4,5,4,5,5,4,4
56504,43,2,2,3,5,5,1,5,1,3,2
56505,60,1,1,1,4,5,2,4,2,4,3
56506,20,5,5,5,4,4,4,3,4,4,4
56507,48,3,1,1,3,3,3,4,2,3,4
56508,34,4,1,1,4,4,4,1,5,4,4
56509,49,3,3,3,3,3,3,3,4,3,2
56510,8,2,2,1,4,4,4,2,2,4,1
56511,39,2,2,4,3,3,3,2,4,3,1
56512,26,3,3,5,5,5,5,3,4,5,1
56513,59,4,5,5,3,4,2,4,2,1,0
56514,21,1,0,2,1,1,1,4,4,1,0
56515,44,2,2,4,1,2,1,1,1,1,0
56516,22,5,5,5,5,5,5,5,5,5,5
56517,40,2,2,2,4,4,3,4,3,4,4
56518,65,5,2,2,1,5,5,1,5,4,3
56519,39,1,1,4,3,5,3,3,3,3,2
56520,52,3,3,5,1,3,1,1,5,1,0
56521,41,5,2,5,4,4,4,3,4,5,5
56522,61,5,5,5,2,1,5,5,5,1,3
56523,40,2,2,4,5,5,5,4,5,5,2
56524,51,1,1,1,3,5,5,4,5,3,3
56525,20,1,1,4,5,5,5,1,2,5,2
56526,48,2,2,2,3,4,3,5,3,3,4
56527,26,3,2,3,4,4,4,4,4,4,1
56528,57,3,3,1,4,1,5,2,5,5,1
56529,8,2,2,3,2,2,2,2,4,2,2
56530,56,5,2,5,2,4,2,3,2,5,5
56531,26,1,1,4,3,2,3,2,4,3,1
56532,47,1,1,1,1,1,1,1,4,1,0
56533,61,2,2,2,5,3,2,4,2,2,2
56534,67,5,4,2,3,5,3,3,3,3,4
56535,35,3,3,3,4,5,4,2,4,1,3
56536,55,4,3,3,3,2,4,1,4,1,0
56537,63,1,1,3,1,1,1,2,3,1,0
56538,52,3,3,3,4,4,5,3,5,4,4
56539,40,3,3,1,3,3,3,4,5,3,2
56540,59,2,4,4,5,4,2,3,2,1,0
56541,64,5,3,3,2,4,5,1,5,4,4
56542,38,1,2,5,4,4,4,2,4,4,1
56543,29,3,3,2,3,2,3,2,2,3,1
56544,57,2,2,2,5,4,5,4,5,4,4
56545,30,1,1,1,1,1,1,2,3,1,0
56546,49,3,3,3,5,5,4,3,4,3,3
56547,44,3,3,3,5,5,5,1,4,5,1
56548,54,3,2,2,2,4,4,4,3,4,2
56549,67,1,1,1,5,4,5,3,5,3,1
56550,13,1,1,4,5,5,5,4,4,5,2
56551,43,4,4,4,5,1,3,2,3,1,4
56552,67,3,3,4,4,4,4,3,3,4,1
56553,9,3,3,3,5,5,5,3,4,5,1
56554,49,3,3,3,5,5,4,3,4,4,4
56555,41,0,0,4,1,1,5,1,5,1,4
56556,33,3,3,1,4,4,4,2,1,4,2
56557,12,2,5,5,2,2,2,4,3,2,1
56558,19,4,4,3,2,2,2,3,4,2,4
56559,45,4,1,1,5,4,4,1,4,2,2
56560,38,5,5,5,2,4,4,4,4,4,3
56561,67,1,0,3,5,5,5,4,4,5,2
56562,37,2,5,5,2,3,2,3,2,4,2
56563,59,3,3,3,2,4,4,1,4,5,5
56564,48,2,2,2,5,4,5,3,5,5,5
56565,30,4,2,2,4,4,4,1,3,4,1
56566,40,1,1,3,4,4,4,1,4,4,2
56567,32,5,5,2,3,3,3,2,3,3,3
56568,29,3,3,3,5,5,5,5,4,5,2
56569,50,4,4,3,1,1,1,3,5,1,0
56570,27,2,2,2,4,4,4,1,2,4,2
56571,69,1,1,2,5,5,5,5,5,5,2
56572,22,4,4,5,1,4,1,4,5,1,3
56573,58,5,5,5,5,4,5,4,5,4,4
56574,22,1,0,3,4,4,4,1,3,4,1
56575,26,1,2,2,4,4,4,1,3,4,1
56576,64,2,4,4,1,1,1,3,4,1,4
56577,19,2,2,2,4,4,4,4,1,4,4
56578,43,2,2,3,5,5,5,1,4,5,2
56579,62,2,2,4,5,3,5,2,4,5,2
56580,26,0,0,4,4,2,4,5,5,4,4
56581,32,3,3,3,3,3,3,4,4,3,1
56582,39,1,1,4,1,1,1,3,4,1,0
56583,64,2,2,4,5,4,2,4,2,4,2
56584,21,0,0,2,5,5,5,5,3,5,5
56585,38,3,3,3,3,3,3,4,5,3,3
56586,12,1,1,2,3,4,3,5,4,3,1
56587,59,2,2,5,2,2,2,4,3,2,3
56588,50,4,4,4,4,4,4,3,5,4,4
56589,45,3,3,3,5,4,4,4,4,4,4
56590,43,3,3,3,3,5,3,4,3,3,3
56591,70,1,0,2,5,5,5,4,4,5,1
56592,42,2,2,5,2,1,3,1,4,1,0
56593,28,5,5,5,5,5,5,4,4,5,5
56594,43,0,0,4,2,4,4,2,4,3,4
56595,60,3,3,3,2,4,3,1,3,1,0
56596,23,4,4,2,3,3,3,3,5,3,4
56597,19,4,4,3,3,3,3,4,4,3,3
56598,55,2,2,2,2,4,5,4,5,5,5
56599,44,5,5,2,1,3,5,1,5,1,4
56600,56,5,5,5,2,5,4,3,4,4,4
56601,7,1,2,3,1,1,1,5,4,1,0
56602,48,2,2,2,4,5,5,5,5,4,4
56603,50,5,5,3,4,4,4,3,5,4,3
56604,36,2,2,2,4,4,3,2,3,2,4
56605,27,1,4,3,1,1,1,3,4,1,0
56606,39,2,2,2,5,5,4,3,4,5,5
56607,25,2,2,2,2,2,2,1,4,2,2
56608,69,3,3,3,4,1,4,3,5,4,2
56609,45,4,4,4,2,5,4,3,4,5,5
56610,50,3,3,2,1,1,1,3,4,1,0
56611,37,2,2,3,1,1,1,2,2,1,0
56612,22,5,5,5,4,4,4,1,5,4,3
56613,52,5,4,5,2,5,4,5,4,4,3
56614,49,4,4,4,2,5,5,3,5,3,4
56615,10,1,1,4,4,4,4,3,5,4,2
56616,58,4,4,4,3,5,5,4,5,4,3
56617,45,4,4,4,2,5,4,5,4,5,5
56618,43,3,1,1,2,3,3,1,3,3,1
56619,45,1,1,1,3,4,4,4,4,4,3
56620,25,4,4,4,3,3,3,4,4,3,1
56621,28,2,2,1,4,1,4,4,5,4,1
56622,46,3,4,4,2,4,2,4,2,3,2
56623,13,5,5,2,2,2,2,5,4,2,3
56624,57,3,3,3,3,2,4,5,4,1,4
56625,45,4,4,4,5,5,4,4,4,4,2
56626,46,1,1,1,4,4,4,3,4,3,3
56627,53,5,5,4,5,5,4,5,4,4,3
56628,40,5,5,5,3,5,4,4,4,4,3
56629,47,4,5,5,1,4,4,5,4,5,5
56630,42,2,2,2,4,5,4,3,4,5,1
56631,20,3,3,4,4,4,4,5,5,4,2
56632,52,4,4,3,4,5,2,5,2,3,1
56633,59,4,4,4,3,5,4,5,4,5,5
56634,28,4,4,4,4,4,4,3,4,4,3
56635,57,4,3,3,3,3,4,1,4,4,1
56636,55,5,5,5,2,5,4,4,4,3,3
56637,42,4,1,1,4,4,4,4,5,4,3
56638,33,3,3,3,4,4,4,2,5,4,4
56639,67,4,4,3,2,3,3,3,3,3,1
56640,55,3,3,3,3,5,4,3,4,4,4
56641,25,1,1,2,1,1,1,4,5,1,0
56642,70,3,3,3,5,4,2,5,2,4,1
56643,37,5,5,5,3,4,3,4,3,3,4
56644,10,1,1,3,3,1,3,3,3,3,2
56645,43,4,1,1,3,3,3,2,2,3,3
56646,26,4,3,3,4,4,1,4,2,4,2
56647,40,1,1,1,3,4,4,3,4,5,5
56648,62,1,4,4,1,1,1,2,4,1,0
56649,53,4,3,3,4,4,4,3,4,4,3
56650,58,2,1,1,4,3,3,2,3,1,0
56651,51,4,4,4,2,4,4,3,4,4,3
56652,35,5,5,5,2,4,5,5,5,4,3
56653,70,3,3,3,2,2,2,4,2,2,1
56654,42,2,2,2,1,3,4,5,4,3,3
56655,68,4,4,3,4,5,5,3,5,5,5
56656,58,2,2,4,3,4,5,5,5,3,1
56657,29,1,3,3,1,1,1,2,3,1,0
56658,22,2,2,3,4,4,4,4,3,4,2
56659,23,4,4,1,4,3,4,1,4,4,4
56660,39,1,1,1,4,4,5,5,5,5,5
56661,25,3,3,3,2,2,2,5,4,2,1
56662,36,2,2,4,2,4,4,4,3,4,2
56663,31,1,2,2,1,1,1,3,4,1,0
56664,26,4,4,4,2,2,2,5,5,2,4
56665,48,0,1,1,5,5,3,1,3,1,3
56666,11,1,1,4,5,5,5,3,4,5,1
56667,38,3,3,2,2,4,3,5,3,4,1
56668,47,2,2,4,3,4,2,1,2,3,1
56669,11,2,2,3,3,3,3,4,3,3,2
56670,42,2,3,3,2,3,2,1,2,3,1
56671,41,2,5,5,2,2,2,2,3,2,1
56672,23,2,2,4,3,2,3,4,3,3,1
56673,33,3,2,2,2,3,3,2,3,1,0
56674,61,2,2,1,2,5,1,4,1,5,2
56675,38,4,0,3,1,1,1,4,4,1,0
56676,9,2,2,2,1,1,1,4,5,1,0
56677,27,1,1,4,1,1,4,1,4,1,0
56678,47,5,5,5,2,5,5,4,5,3,4
56679,58,4,4,4,2,5,4,4,4,3,3
56680,47,3,3,3,3,4,5,4,5,3,4
56681,43,2,2,2,1,4,4,5,4,3,4
56682,33,4,3,3,3,3,4,3,4,4,2
56683,44,1,3,1,5,5,2,4,2,4,4
56684,77,1,3,3,3,3,1,2,1,2,1
56685,25,0,0,3,3,3,3,3,5,3,3
56686,63,3,3,4,5,1,5,4,5,5,1
56687,69,3,3,3,2,4,4,3,4,3,1
56688,68,4,4,3,3,3,3,1,3,4,2
56689,36,4,4,4,1,5,3,4,3,1,4
56690,36,5,5,5,5,5,5,3,3,5,5
56691,57,4,4,4,4,1,4,4,4,1,4
56692,38,1,5,5,4,4,1,3,1,3,1
56693,37,2,2,2,4,5,4,4,1,4,2
56694,48,3,3,3,3,3,3,1,3,3,2
56695,25,4,2,2,4,4,4,1,1,4,4
56696,18,4,4,3,1,4,1,3,4,1,3
56697,36,3,3,4,3,3,3,2,3,3,2
56698,60,2,5,5,2,2,2,2,4,2,2
56699,25,3,3,5,5,5,5,5,4,5,1
56700,18,3,3,2,3,3,3,4,5,3,1
56701,35,2,2,3,5,5,5,4,4,5,2
56702,47,4,4,4,5,5,5,5,5,3,3
56703,36,4,5,5,4,4,4,5,1,4,4
56704,38,2,2,4,1,1,1,5,4,1,0
56705,51,2,5,2,3,5,4,5,4,4,3
56706,30,1,1,3,2,2,2,1,5,2,1
56707,40,3,4,2,4,4,4,4,3,4,1
56708,34,3,4,4,3,3,3,1,3,3,1
56709,60,1,1,1,5,4,4,3,4,5,5
56710,56,2,2,2,4,5,4,3,4,5,5
56711,25,5,5,3,2,2,2,4,4,2,4
56712,29,4,4,4,4,4,4,3,4,4,3
56713,50,1,1,4,4,4,3,3,3,3,1
56714,41,1,1,1,2,5,4,3,4,3,4
56715,41,4,4,4,1,5,4,3,4,3,3
56716,20,4,4,3,3,3,3,3,4,3,4
56717,26,2,2,3,1,1,1,3,3,1,0
56718,57,2,4,4,3,3,2,3,2,4,2
56719,21,1,1,4,2,2,2,4,5,2,2
56720,62,2,2,5,1,1,1,2,3,1,0
56721,10,3,3,4,5,5,5,3,3,5,2
56722,26,4,4,4,1,2,1,3,4,1,0
56723,40,2,1,1,4,4,2,4,4,4,1
56724,25,1,1,4,1,1,1,4,4,1,0
56725,29,4,4,4,5,5,5,2,3,5,2
56726,54,3,3,4,5,5,5,2,4,5,1
56727,39,3,3,2,4,4,4,5,4,4,1
56728,42,3,3,3,5,5,1,4,1,4,1
56729,33,1,1,1,1,1,1,5,1,1,0
56730,58,1,1,1,3,3,4,4,4,1,3
56731,27,3,3,4,1,1,1,3,4,1,0
56732,7,1,1,1,5,2,5,5,2,5,2
56733,55,1,1,3,3,3,3,2,4,3,2
56734,57,5,5,1,2,5,2,3,2,4,4
56735,44,3,3,3,3,5,4,4,4,4,3
56736,31,4,5,1,4,4,4,3,2,4,2
56737,20,4,5,3,5,5,5,5,5,5,1
56738,45,1,0,3,5,4,2,1,2,1,0
56739,8,2,2,4,5,5,5,5,4,5,1
56740,27,2,2,3,2,4,2,2,2,2,2
56741,59,3,3,3,2,4,5,5,5,5,5
56742,48,2,4,4,2,2,2,2,2,2,1
56743,54,2,4,4,2,4,2,2,2,3,2
56744,53,1,4,4,1,1,1,3,4,1,0
56745,33,1,1,1,4,4,4,5,1,4,4
56746,10,2,2,2,1,1,1,4,5,1,0
56747,35,4,4,3,5,5,5,3,4,5,2
56748,43,5,5,5,2,2,2,4,5,2,4
56749,25,1,1,4,2,2,2,3,4,2,1
56750,59,0,0,2,2,4,1,3,1,3,4
56751,46,2,2,3,4,2,2,2,2,3,2
56752,24,1,1,1,4,4,4,3,4,4,4
56753,70,1,1,1,2,5,4,2,4,4,3
56754,25,3,2,2,3,3,3,2,4,3,1
56755,54,5,5,3,2,3,2,3,5,2,3
56756,52,5,4,4,4,2,5,2,5,5,5
56757,29,4,5,5,4,4,4,4,3,4,4
56758,40,0,0,5,2,5,5,3,5,5,5
56759,24,2,3,3,2,2,2,2,2,2,1
56760,35,2,2,3,2,5,5,4,5,4,1
56761,41,2,2,2,3,3,3,2,3,3,1
56762,41,0,0,3,4,4,4,2,4,4,3
56763,36,3,3,3,2,2,3,2,3,4,1
56764,26,2,2,2,4,4,4,4,1,4,3
56765,51,4,4,4,4,5,5,3,5,4,3
56766,30,3,3,3,5,5,5,2,4,5,1
56767,52,0,0,4,1,3,5,3,3,3,4
56768,54,3,3,3,4,5,5,3,5,5,5
56769,48,2,2,5,4,2,4,5,3,4,2
56770,31,3,3,2,5,5,5,4,3,5,2
56771,14,1,1,2,1,1,1,3,3,1,0
56772,26,1,4,4,1,2,1,2,3,1,0
56773,39,4,4,4,2,4,4,3,4,5,5
56774,17,3,2,4,2,2,2,4,3,2,2
56775,27,4,4,4,4,4,4,2,1,4,3
56776,46,2,2,4,4,4,4,4,3,4,2
56777,53,1,1,1,2,3,1,1,1,1,0
56778,36,4,1,1,3,4,2,3,2,3,1
56779,62,1,1,1,4,5,4,1,4,2,3
56780,42,5,5,5,3,4,4,3,4,3,4
56781,52,2,4,4,2,2,2,4,4,2,2
56782,37,4,3,3,4,4,4,2,4,4,1
56783,47,4,4,4,4,5,5,3,5,4,4
56784,37,3,3,3,2,2,2,4,3,2,2
56785,57,2,2,2,5,4,5,5,5,3,4
56786,57,3,3,3,2,5,5,5,5,4,2
56787,37,3,3,2,5,4,3,5,3,4,1
56788,45,3,3,3,5,5,3,4,3,5,5
56789,55,3,3,3,2,4,3,5,3,3,3
56790,39,2,2,2,2,5,4,3,4,3,3
56791,55,3,5,1,3,3,1,3,4,3,1
56792,7,3,3,3,3,5,3,4,5,3,1
56793,46,4,4,3,4,4,4,2,3,4,4
56794,64,3,3,3,5,5,5,3,5,5,1
56795,22,2,2,1,4,4,4,3,4,4,2
56796,40,5,5,5,5,4,5,4,5,5,5
56797,18,4,4,1,4,4,4,3,4,4,4
56798,40,3,3,4,2,2,2,4,4,2,1
56799,45,3,2,2,2,2,2,3,3,2,2
56800,31,1,1,1,4,4,4,4,2,4,4
56801,38,4,4,4,5,4,3,5,3,3,3
56802,50,1,1,1,2,4,2,4,2,4,3
56803,29,4,4,4,4,4,4,2,4,4,2
56804,54,1,1,4,2,2,2,1,4,2,2
56805,39,1,3,4,4,4,4,3,4,4,1
56806,62,4,4,4,3,5,4,3,4,3,3
56807,60,2,3,2,5,5,5,4,5,4,1
56808,59,2,5,5,2,2,2,5,2,2,3
56809,50,1,1,3,3,5,4,4,4,3,2
56810,25,5,5,4,2,4,2,4,5,2,4
56811,42,2,3,5,2,3,5,3,5,3,3
56812,22,2,3,3,2,1,2,1,3,2,1
56813,60,2,2,2,4,5,5,4,5,4,3
56814,33,4,5,2,2,1,2,3,5,2,2
56815,43,4,4,4,4,2,3,3,3,1,0
56816,58,0,0,3,4,4,4,3,4,4,4
56817,28,4,0,3,1,1,1,5,5,1,0
56818,24,0,0,5,3,3,3,1,5,3,3
56819,39,2,3,3,4,3,2,1,2,3,1
56820,38,4,4,4,2,4,4,2,4,2,4
56821,10,3,3,1,4,4,4,3,1,4,2
56822,59,3,3,2,1,1,1,4,5,1,0
56823,40,2,2,2,4,2,4,4,5,4,1
56824,48,3,5,5,5,3,2,3,2,4,2
56825,42,3,3,3,3,3,3,4,5,3,1
56826,28,4,4,4,4,4,4,1,2,4,4
56827,26,3,3,2,5,4,5,1,4,5,1
56828,58,1,3,2,5,4,1,3,1,3,2
56829,44,5,5,5,4,4,4,4,5,4,3
56830,58,2,1,1,4,1,2,1,2,2,2
56831,49,2,2,2,4,2,2,3,2,3,1
56832,47,2,2,3,3,5,5,3,5,5,1
56833,26,2,2,4,5,5,5,4,4,5,2
56834,16,2,2,2,5,5,5,5,4,5,2
56835,16,3,4,4,3,3,3,4,4,3,1
56836,37,3,2,4,5,5,5,2,4,5,2
56837,25,3,3,1,3,5,1,5,2,5,2
56838,56,3,3,4,1,1,1,4,4,1,0
56839,62,3,1,1,3,3,3,4,3,3,2
56840,16,1,3,3,1,2,1,3,3,1,0
56841,47,3,4,4,3,3,1,3,3,3,1
56842,21,0,0,4,3,3,3,5,4,3,4
56843,14,1,1,4,4,4,4,5,4,4,2
56844,53,2,3,2,2,2,2,3,3,2,1
56845,49,2,2,1,2,2,2,3,5,2,2
56846,45,4,3,4,2,4,5,5,5,3,3
56847,42,1,1,1,5,5,5,5,5,5,1
56848,28,0,0,5,5,5,5,3,5,5,5
56849,58,2,5,5,1,3,3,3,3,3,1
56850,24,2,1,1,2,2,2,1,3,2,1
56851,41,2,2,2,4,5,4,3,4,5,5
56852,77,3,1,1,1,2,3,4,3,3,1
56853,21,1,1,4,1,1,1,2,4,1,0
56854,30,4,4,4,3,3,3,4,3,3,3
56855,37,4,3,5,4,4,4,4,1,4,3
56856,33,2,2,1,5,3,5,4,5,5,1
56857,34,2,5,5,2,2,4,2,1,2,1
56858,25,4,4,4,5,5,5,4,4,5,5
56859,53,3,3,3,2,5,5,4,5,4,3
56860,44,2,5,2,3,5,5,3,5,4,3
56861,56,1,4,1,2,5,4,3,4,3,3
56862,13,3,3,2,4,3,4,1,3,4,1
56863,54,3,3,1,2,2,2,5,4,2,1
56864,28,2,2,3,2,2,2,1,3,2,2
56865,25,0,0,5,1,1,1,1,5,1,4
56866,33,2,2,5,1,5,1,3,4,1,0
56867,45,3,3,3,4,5,5,5,5,5,5
56868,45,4,3,3,2,4,5,5,5,4,4
56869,49,2,2,4,4,5,5,3,5,3,2
56870,36,2,2,3,4,1,4,1,4,4,1
56871,53,3,3,3,4,4,4,4,4,3,3
56872,52,2,2,2,5,2,4,4,4,1,0
56873,15,3,3,4,5,5,5,5,5,5,2
56874,48,2,2,4,1,1,1,2,3,1,0
56875,52,3,3,3,5,5,5,2,3,5,1
56876,53,2,2,2,2,4,4,3,4,3,3
56877,33,3,3,3,5,5,5,1,2,5,5
56878,55,2,2,2,3,5,4,4,4,5,5
56879,44,4,1,1,5,3,4,1,4,3,2
56880,69,2,2,4,3,3,3,2,4,3,2
56881,9,3,4,3,3,1,3,3,3,3,1
56882,39,3,3,3,4,4,4,4,4,4,2
56883,54,1,1,1,4,4,5,5,5,3,3
56884,44,5,5,5,2,5,4,5,4,4,4
56885,58,5,5,5,2,5,4,3,4,3,3
56886,49,3,4,4,5,3,3,4,3,2,2
56887,52,2,4,2,4,4,4,5,4,3,3
56888,52,4,1,4,3,5,5,3,5,4,4
56889,56,3,3,3,3,5,1,3,1,3,2
56890,31,1,1,1,4,4,4,1,2,4,3
56891,41,4,4,4,5,4,4,3,4,4,3
56892,35,4,1,2,4,2,4,3,4,1,0
56893,23,3,3,4,5,5,5,1,3,5,2
56894,48,2,2,3,2,2,2,4,4,2,2
56895,19,3,3,4,1,1,1,2,3,1,0
56896,23,3,3,3,3,3,3,4,4,3,1
56897,39,2,2,2,4,4,4,1,1,4,2
56898,67,2,2,2,5,3,1,1,1,1,0
56899,51,3,3,3,2,5,4,4,4,3,4
56900,52,4,4,4,3,5,3,5,3,4,3
56901,28,4,4,4,4,4,4,2,3,4,1
56902,27,4,4,4,4,4,4,4,5,4,4
56903,25,4,1,3,4,4,4,4,4,4,2
56904,34,1,4,5,2,1,1,2,1,4,2
56905,23,4,4,5,1,1,1,5,4,1,0
56906,56,1,1,2,1,3,4,3,4,4,2
56907,44,1,1,4,1,1,1,1,3,1,0
56908,53,5,5,5,2,5,4,4,4,3,3
56909,31,4,1,1,4,4,4,2,2,4,4
56910,22,5,5,4,2,2,2,4,4,2,4
56911,65,2,2,3,2,2,2,4,2,2,1
56912,52,3,3,3,5,5,5,5,3,5,5
56913,60,5,5,5,3,5,4,3,4,5,5
56914,36,4,2,2,4,4,4,2,1,4,4
56915,9,4,3,3,4,3,4,1,4,4,1
56916,21,4,4,2,2,2,2,3,5,2,2
56917,59,3,4,4,4,3,3,3,3,1,0
56918,42,4,4,4,4,4,4,3,5,4,3
56919,32,2,1,1,2,2,2,4,4,2,1
56920,23,3,3,3,5,5,1,5,5,5,5
56921,21,4,4,3,4,2,3,2,1,2,2
56922,56,3,3,3,4,4,4,3,4,4,2
56923,9,4,4,3,2,2,2,5,3,2,4
56924,44,3,3,3,4,5,4,4,4,4,4
56925,43,5,5,5,2,4,5,4,5,3,3
56926,24,1,1,5,1,1,1,2,2,1,0
56927,40,2,2,3,3,3,3,2,5,3,2
56928,38,3,3,3,1,1,1,2,4,1,0
56929,22,2,2,2,3,3,3,3,1,3,3
56930,48,2,2,2,5,5,4,5,4,4,4
56931,37,3,4,4,3,3,3,5,3,3,3
56932,29,3,3,2,2,2,2,3,1,2,1
56933,22,3,3,3,2,2,2,2,4,2,1
56934,62,3,3,3,5,4,3,1,3,3,1
56935,30,1,1,2,3,3,3,3,4,3,1
56936,65,2,2,2,2,1,2,1,3,1,0
56937,20,3,3,4,4,2,4,4,5,4,1
56938,29,2,2,2,4,4,4,3,5,4,3
56939,33,4,4,4,3,4,5,3,5,4,3
56940,38,4,4,3,3,3,3,5,4,3,2
56941,29,3,3,4,1,1,1,1,4,1,0
56942,75,3,2,2,3,3,3,3,3,3,1
56943,47,4,0,4,3,3,3,1,3,3,2
56944,61,1,1,2,3,3,3,5,5,3,1
56945,39,3,3,3,2,4,4,5,4,4,3
56946,66,3,1,1,5,4,3,3,3,3,1
56947,36,4,4,4,2,5,5,5,5,5,5
56948,26,1,2,2,1,1,1,1,2,1,0
56949,13,3,3,3,5,5,5,4,3,5,1
56950,59,3,3,3,2,3,1,2,1,1,0
56951,47,4,4,4,3,3,4,2,4,1,0
56952,48,2,2,3,5,4,2,3,2,4,1
56953,23,3,3,3,4,4,4,3,4,4,4
56954,40,2,2,3,1,1,1,3,5,1,0
56955,40,2,4,2,5,4,3,3,3,3,4
56956,69,3,3,5,5,5,5,3,5,5,1
56957,42,4,4,4,5,4,5,4,5,3,3
56958,37,5,5,4,1,1,1,4,4,1,4
56959,41,1,1,1,3,4,5,3,5,4,3
56960,53,3,5,5,4,3,3,1,3,1,0
56961,20,5,5,5,5,5,5,3,1,5,5
56962,43,3,2,3,4,4,5,5,5,3,4
56963,26,3,3,4,1,2,1,5,4,1,0
56964,61,0,0,2,1,2,3,1,3,4,4
56965,16,3,3,2,3,5,3,5,4,3,1
56966,63,1,4,3,5,4,2,3,2,5,2
56967,54,2,4,4,2,2,2,2,4,2,1
56968,68,2,2,4,4,4,4,4,4,3,2
56969,54,4,4,4,3,4,5,3,5,4,3
56970,31,3,1,3,3,3,3,4,2,3,4
56971,61,4,4,4,3,3,4,1,4,4,3
56972,21,4,5,3,4,4,4,5,5,4,3
56973,50,2,2,2,2,3,2,2,2,1,0
56974,56,2,2,2,5,5,3,3,3,3,3
56975,44,4,4,4,4,4,2,5,2,5,5
56976,23,4,4,4,3,3,3,1,4,3,1
56977,56,2,2,2,4,4,5,3,5,3,3
56978,58,1,3,3,1,1,1,1,3,1,0
56979,57,4,4,4,3,2,5,5,5,5,5
56980,49,3,3,3,5,5,5,5,5,3,3
56981,37,1,1,1,3,3,5,3,4,3,3
56982,22,3,3,3,1,1,1,4,3,1,0
56983,69,3,3,4,1,3,3,4,3,3,2
56984,36,2,2,3,3,3,3,1,4,3,1
56985,21,2,1,1,4,4,4,3,4,4,2
56986,39,2,2,3,3,3,3,3,4,3,2
56987,64,5,5,4,2,2,2,4,4,2,4
56988,18,1,1,5,5,5,5,3,5,5,2
56989,23,4,4,5,4,4,4,4,4,4,1
56990,28,1,1,3,2,3,2,4,4,2,2
56991,55,1,1,1,3,3,5,1,5,2,3
56992,35,3,3,4,5,5,5,3,3,5,1
56993,39,2,4,4,2,2,2,2,4,2,2
56994,45,2,2,3,5,2,5,1,4,5,1
56995,66,5,5,2,2,5,2,3,2,2,3
56996,57,4,2,2,4,5,4,5,4,3,4
56997,42,4,1,1,5,4,4,5,4,3,3
56998,39,5,3,3,5,5,5,4,2,5,5
56999,33,3,3,2,2,2,2,4,4,2,2
57000,23,3,3,3,1,1,1,4,4,1,0
57001,43,3,3,3,5,2,3,2,3,1,0
57002,34,1,1,3,2,2,2,5,4,2,1
57003,47,0,1,2,5,4,5,5,5,4,3
57004,49,1,1,1,4,3,1,3,1,4,2
57005,42,2,2,4,5,5,5,3,5,5,2
57006,35,5,5,5,2,5,5,5,5,5,5
57007,25,1,1,4,3,3,3,3,4,3,1
57008,42,2,3,2,2,4,4,4,4,3,4
57009,55,3,2,2,2,3,3,1,3,3,1
57010,43,1,1,4,2,3,2,4,2,3,2
57011,41,5,5,1,1,1,1,4,4,1,3
57012,45,2,5,5,2,2,1,2,4,2,1
57013,40,2,2,3,4,4,4,4,5,4,2
57014,39,3,3,3,2,5,4,4,4,5,5
57015,29,1,2,2,1,1,1,1,4,1,0
